Escola,Código INEP,UF,Município,Localização,Endereço,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Latitude,Longitude
IFMT - CAMPUS SORRISO,51065339,MT,Sorriso,Urbana,"AVENIDA DOS UNIVERSITARIOS, 799 SANTA CLARA. 78895-150 Sorriso - MT.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-12.57814591,-55.74048321
IFMT - CAMPUS PRIMAVERA DO LESTE,51066610,MT,Primavera do Leste,Urbana,"AVENIDA DOM AQUINO, 1500 PARQUE ELDORADO. 78850-000 Primavera do Leste - MT.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-15.5538005,-54.2813387
IFMT - CAMPUS AVANCADO TANGARA DA SERRA,51067277,MT,Tangará da Serra,Urbana,"RUA JOSE DE OLIVEIRA, 980 SETOR N. JARDIM HORIZONTE. 78302-116 Tangará da Serra - MT.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-14.60911222,-57.48837311
IFMT - CAMPUS ALTA FLORESTA,51067340,MT,Alta Floresta,Urbana,"RODOVIA MT-208, KM138 LOTE 143-A. HAMOA. 78580-000 Alta Floresta - MT.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-9.908315758,-56.06461133
IFMT - CAMPUS VARZEA GRANDE,51067366,MT,Várzea Grande,Urbana,"AVENIDA TIRADENTES, 1300 LOT. JARDIM MANAIRA. PETROPOLIS. 78144-424 Várzea Grande - MT.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-15.60374833,-56.17703167
IFMT - CAMPUS AVANCADO DIAMANTINO,51067544,MT,Diamantino,Urbana,"AVENIDA SENADOR ROBERTO CAMPOS KM 02, NOVO DIAMANTINO. 78402-000 Diamantino - MT.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-14.3871168,-56.4002646
IFMT - CAMPUS AVANCADO GUARANTA DO NORTE,51068346,MT,Guarantã do Norte,Rural,"LINHA PASCOA, 471 LOTE 471 - ZONA RURA. SETOR 2. 78520-000 Guarantã do Norte - MT.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-9.96253662,-54.86929646
IFMT - CAMPUS AVANCADO LUCAS DO RIO VERDE,51068354,MT,Lucas do Rio Verde,Urbana,"AVENIDA UNIVERSITARIA, 1600 PARQUE DAS EMAS. 78466-586 Lucas do Rio Verde - MT.",Entre 51 e 200 matrículas de escolarização,"Ensino Médio, Educação Profissional",-13.06830785,-55.9477915
IFMT - CAMPUS AVANCADO SINOP,51068362,MT,Sinop,Urbana,"RUA DAS AVENCAS, 2377 SETOR COMERCIAL. 78550-178 Sinop - MT.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-11.848028,-55.50622726
IFMT - CAMPUS CAMPO NOVO DO PARECIS,51174804,MT,Campo Novo do Parecis,Rural,"RODOVIA MT 235 KM 12, S/N CAIXA POSTAL Nº 100. ZONA RURAL. 78360-000 Campo Novo do Parecis - MT.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-13.67836,-57.78675
IFMT - CAMPUS PONTES E LACERDA,51174820,MT,Pontes e Lacerda,Urbana,"MT 473, PARQUE MORADA DA SERRA. 78250-000 Pontes e Lacerda - MT.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-15.22824792,-59.35068736
IFMT - CAMPUS CUIABA - BELA VISTA,51175800,MT,Cuiabá,Urbana,"AVENIDA JULIANO COSTA MARQUES, S/N BELA VISTA. 78050-560 Cuiabá - MT.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-15.579316,-56.0622436
IFMT - CAMPUS JUINA,51192802,MT,Juína,Rural,"LINHA J, QUADRA 08 - SETOR CHACARA, S/N SETOR CHACARA. 78320-000 Juína - MT.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-11.44848109,-58.72299042
IFMT - CAMPUS CONFRESA,51198819,MT,Confresa,Urbana,"AVENIDA VILMAR FERNANDES, 300 CAIXA POSTAL 96. SANTA LUZIA. 78652-000 Confresa - MT.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-10.661201,-51.55788205
IFPA - CAMPUS CASTANHAL,15045374,PA,Castanhal,Urbana,"RODOVIA BR 316, KM 63 SAUDADE I. 68740-970 Castanhal - PA.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-1.29874706,-47.95092577
IFPA - CAMPUS BRAGANCA,15118100,PA,Bragança,Urbana,"AVENIDA DOS BRAGANCANOS, S/N VILA SINHA. 68600-000 Bragança - PA.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-1.0556816,-46.7851356
IFPA - CAMPUS CONCEICAO DO ARAGUAIA,15121020,PA,Conceição do Araguaia,Urbana,"AVENIDA COUTO MAGALHAES, 1649 SETOR UNIVERSITARIO. 68540-000 Conceição do Araguaia - PA.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-8.2519239,-49.2591107
IFPA - CAMPUS SANTAREM,15138984,PA,Santarém,Urbana,"AVENIDA MARECHAL CASTELO BRANCO, 621 INTERVENTORIA. 68020-820 Santarém - PA.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-2.440486201,-54.70879717
IFPA - CAMPUS BREVES,15157431,PA,Breves,Urbana,"RUA ANTONIO FULGENCIO, SEM NUMERO PARQUE UNIVERSITARIO. 68800-000 Breves - PA.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-1.688841,-50.4642266
IFPA - CAMPUS ITAITUBA,15157440,PA,Itaituba,Urbana,"RUA UNIVERSITARIO, S/N KM 05. MARIA MAGDALENA. 68183-300 Itaituba - PA.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-4.222231343,-56.00197651
IFPA - CAMPUS OBIDOS,15165574,PA,Óbidos,Urbana,"RODOVIA PA 437 KM 02, SEM NUMERO INDUSTRIAL. 68250-000 Óbidos - PA.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-1.8815665,-55.5179882
IFPA - CAMPUS AVANCADO VIGIA,15165582,PA,Vigia,Urbana,"PA 140, KM 55, S/N TREVO DE SAO CAETANO. SAO CRISTOVAO. 68780-000 Vigia - PA.",Entre 51 e 200 matrículas de escolarização,"Ensino Médio, Educação Profissional",-.8707483,-48.0875513
IFPA - CAMPUS PARAUAPEBAS,15166538,PA,Parauapebas,Urbana,"RODOVIA PA 275, S/N LADO PORTARIA CARAJA. UNIAO. 68515-000 Parauapebas - PA.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-6.0642564,-49.9149964
IFPA - CAMPUS ANANINDEUA,15166716,PA,Ananindeua,Urbana,"ESTRADA DO ICUI-GUAJARA, SN ENTRE INDEP. E ARTER. ICUI-GUAJARA. 67125-000 Ananindeua - PA.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-1.347018799,-48.40725042
IFPA - CAMPUS PARAGOMINAS,15167062,PA,Paragominas,Urbana,"AVENIDA DOS CEDROS, S/N RUA DAS TULIPAS. CIDADE JARDIM. 68629-020 Paragominas - PA.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-3.007443245,-47.35991755
IFPA - CAMPUS CAMETA,15167100,PA,Cametá,Urbana,"AV. EUCLIDES FIGUEIREDO, S/N CENTRO. 68400-000 Cametá - PA.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-2.24367,-49.49738
IFPA - CAMPUS ALTAMIRA,15200205,PA,Altamira,Urbana,"RODOVIA ERNESTO ACIOLY, S/N KM 3 - EST. DO FORTE. ZONA URBANA. 68371-000 Altamira - PA.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-3.189094341,-52.18180608
UFPA - ESCOLA DE TEATRO E DANCA DA UFPA,15202801,PA,Belém,Urbana,"R. DOM ROMUALDO DE SEIXAS, 820 UMARIZAL. 66055-110 Belém - PA.",Entre 201 e 500 matrículas de escolarização,Educação Profissional,-1.439900282,-48.48654885
UFPA - ESCOLA DE MUSICA,15204006,PA,Belém,Urbana,"AVENIDA CONSELHEIRO FURTADO, 2007 CREMACAO. 66040-100 Belém - PA.",Entre 201 e 500 matrículas de escolarização,Educação Profissional,-1.4561753,-48.4808788
IFPA - CAMPUS MARABA RURAL,15223051,PA,Marabá,Rural,"BR 155, ZONA RURAL, PA 26 DE MARCO, SENTIDO ELDORADO DOS CARAJAS, SN PA 26 DE MARCO, ZONA RURAL. 68508-970 Marabá - PA.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-5.5700496,-49.100601
IFPA - CAMPUS TUCURUI,15548287,PA,Tucuruí,Urbana,"AV. BRASILIA, SN LAGO DE TUCURUI. VILA PERMANENTE. 68464-000 Tucuruí - PA.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-3.818005,-49.664565
IFPA - CAMPUS MARABA INDUSTRIAL,15548317,PA,Marabá,Urbana,"FOLHA 22, QUADRA ESPECIAL, LOTE ESPECIAL II, S/N NOVA MARABA. 68508-970 Marabá - PA.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-5.3397927,-49.0986837
IFPA - CAMPUS ABAETETUBA,15587908,PA,Abaetetuba,Urbana,"RUA RIO DE JANEIRO, 3322 MARGENS RIO JARUMA. FRANCILANDIA. 68440-000 Abaetetuba - PA.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-1.70794201,-48.87655406
IFPA - CAMPUS BELEM,15588947,PA,Belém,Urbana,"AV ALMIRANTE BARROSO, 1155 MARCO. 66093-020 Belém - PA.",Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-1.438236,-48.4605182
IFPB - CAMPUS CAJAZEIRAS,25008978,PB,Cajazeiras,Urbana,"R JOSE ANTONIO DA SILVA, 300 JARDIM OASIS. 58900-000 Cajazeiras - PB.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-6.88966637,-38.5447481
UFCG - ESCOLA TECNICA DE SAUDE DE CAJAZEIRAS,25009087,PB,Cajazeiras,Urbana,"RUA SERGIO MOREIRA DE FIGUEIREDO, SN CAMPUS DA UFCG. CASAS POPULARES. 58900-000 Cajazeiras - PB.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-6.872453665,-38.5574625
IFPB - CAMPUS SOUSA,25018027,PB,Sousa,Urbana,"AVENIDA PRESIDENTE TANCREDO NEVES, S/N JARDIM SORRILANDIA III. 58800-970 Sousa - PB.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-6.78016581,-38.23071449
UFPB - COLEGIO AGRICOLA VIDAL DE NEGREIROS DA UFPB,25064800,PB,Bananeiras,Rural,"COLEGIO AGRICOLA VIDAL DE NEGREIROS, S/N CAMPUS III DA UFPB. CENTRO. 58220-000 Bananeiras - PB.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-6.75161191,-35.64900167
IFPB - CAMPUS JOAO PESSOA,25096850,PB,João Pessoa,Urbana,"AVENIDA PRIMEIRO DE MAIO, 720 CAMPUS JOAO PESSOA. JAGUARIBE. 58015-430 João Pessoa - PB.",Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-7.13499,-34.87419
UFPB - ESCOLA TECNICA DE SAUDE,25118331,PB,João Pessoa,Urbana,"UNIVERSIDADE FEDERAL DA PARAIBA - ESCOLA TECNICA DE SAUDE DA UFPB - CAMPUS I CIDADE UNIVERSITARIA, CASTELO BRANCO. 58051-900 João Pessoa - PB.",Entre 501 e 1000 matrículas de escolarização,Educação Profissional,-7.13429827,-34.84237223
IFPB - CAMPUS GUARABIRA,25125923,PB,Guarabira,Urbana,"RUA PROFESSOR CARLOS LEONARDO ARCOVERDE, SN KM 02. RODOVIA PB 057. 58200-000 Guarabira - PB.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-6.8574604,-35.469996
IFPB - CAMPUS AVANCADO CABEDELO CENTRO,25128370,PB,Cabedelo,Urbana,"RUA PASTOR JOSE ALVES DE OLIVEIRA, SN KM 1 BR 230. CENTRO. 58100-222 Cabedelo - PB.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-6.9729009,-34.83291692
IFPB - CAMPUS CATOLE DO ROCHA,25128388,PB,Catolé do Rocha,Urbana,"RUA CICERO PEREIRA DE LIMA, 227 JOAO PEREIRA DE LIMA. 58884-000 Catolé do Rocha - PB.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-6.34091022,-37.75555133
IFPB - CAMPUS AVANCADO JOAO PESSOA MANGABEIRA,25128582,PB,João Pessoa,Urbana,"RUA GUTEMBERG MORAIS DE PAIVA, 245 SEDE PROVISORIA. BANCARIOS. 58051-025 João Pessoa - PB.",Entre 51 e 200 matrículas de escolarização,Educação Profissional,-7.1631705,-34.8254923
IFPB - CAMPUS SANTA RITA,25128590,PB,Santa Rita,Urbana,"RODOVIA BR-230, KM 42, S/N POPULAR. 58301-645 Santa Rita - PB.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-7.147141516,-34.99964562
IFPB - CAMPUS ITABAIANA,25128604,PB,Itabaiana,Urbana,"RODOVIA PB 054 , KM 17, SN PROXIMO AO HRI. ALTO ALEGRE. 58360-000 Itabaiana - PB.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-7.304541869,-35.34578553
IFPB - CAMPUS ESPERANCA,25128612,PB,Esperança,Urbana,"RODOVIA PB 121, SN CENTRO. 58135-000 Esperança - PB.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-7.023605788,-35.86141909
IFPB - CAMPUS ITAPORANGA,25128620,PB,Itaporanga,Urbana,"PB 386 KM 2, SN VIZINHO AO DER. 58780-000 Itaporanga - PB.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-7.318721283,-38.14171384
IFPB - CAMPUS AVANCADO SOLEDADE,25128701,PB,Soledade,Urbana,"BR 230, KM 215, SN SAO JOSE. 58155-000 Soledade - PB.",Entre 51 e 200 matrículas de escolarização,Educação Profissional,-7.06039978,-36.3565756
IFPB - CAMPUS AVANCADO AREIA,25130544,PB,Areia,Urbana,"R. PREF PEDRO DA CUNHA LIMA, SN BAIRRO JUSSARA. 58397-000 Areia - PB.",Entre 51 e 200 matrículas de escolarização,Educação Profissional,-6.97188377,-35.69226988
IFPB - CAMPUS SANTA LUZIA,25130552,PB,Santa Luzia,Urbana,"RUA PROF. DORINHA EUGENIO, S/N CIDADE UNIVERSITARIA. 58600-000 Santa Luzia - PB.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-6.87390276,-36.91978544
IFPB - CAMPUS AVANCADO PEDRAS DE FOGO,25130560,PB,Pedras de Fogo,Urbana,"RUA ANDRE VIDAL DE NEGREIROS, S/N CENTRO. 58328-000 Pedras de Fogo - PB.",Entre 51 e 200 matrículas de escolarização,"Ensino Médio, Educação Profissional",-7.40205166,-35.1169151
IFPB - CAMPUS CAMPINA GRANDE,25137409,PB,Campina Grande,Urbana,"R. CECILIA NUNES DE OLIVEIRA, 671 DINAMERICA. 58432-300 Campina Grande - PB.",Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-7.239935,-35.91678
IFPB - CAMPUS PATOS,25281925,PB,Patos,Urbana,"AC RODOVIA PB 110, SN ALTO DA TUBIBA. 58708-500 Patos - PB.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-7.07457291,-37.28582082
IFPB - CAMPUS CABEDELO,25282921,PB,Cabedelo,Urbana,"RUA SANTA RITA DE CASSIA, 1900 JARDIM CAMBOINHA. 58103-772 Cabedelo - PB.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-7.004212,-34.83432
IFPB - CAMPUS PRINCESA ISABEL,25282930,PB,Princesa Isabel,Urbana,"SITIO BARRO VERMELHO, SN ZONA RURAL. 58755-000 Princesa Isabel - PB.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-7.7577244,-38.0178909
IFPB - CAMPUS PICUI,25283928,PB,Picuí,Urbana,"ACESSO A RODOVIA PB 151, S/N CENECISTA. 58187-000 Picuí - PB.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-6.508770436,-36.36116199
IFPB - CAMPUS MONTEIRO,25284940,PB,Monteiro,Urbana,"AC RODOVIA PB - 264, S/N VILA SANTA MARIA. 58500-000 Monteiro - PB.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-7.905617994,-37.11988273
IF SERTAO-PE - CAMPUS PETROLINA ZONA RURAL,26034280,PE,Petrolina,Rural,"BR 235, KM 22, PISNC N - 4, ZONA RURAL, PISNC N - 4. 56302-970 Petrolina - PE.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-9.336241,-40.68848
IF SERTAO-PE - CAMPUS PETROLINA,26036096,PE,Petrolina,Urbana,"RUA MARIA LUZIA DE ARAUJO GOMES CABRAL, SN JOAO DE DEUS. 56316-686 Petrolina - PE.",Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-9.362303,-40.53954
IFPE - CAMPUS BELO JARDIM,26050030,PE,Belo Jardim,Urbana,"RUA SEBASTIAO RODRIGUES DA COSTA, S/N SAO PEDRO. 55155-730 Belo Jardim - PE.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-8.31978683,-36.41664363
IFPE - CAMPUS VITORIA DE SANTO ANTAO,26094789,PE,Vitória de Santo Antão,Rural,"FAZENDA TERRA PRETA, S/N MATRIZ. 55602-970 Vitória de Santo Antão - PE.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-8.101001412,-35.29153498
IFPE - CAMPUS BARREIROS,26097311,PE,Barreiros,Rural,"FAZENDA SAPE, SN ZONA RURAL. 55560-000 Barreiros - PE.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-8.823067127,-35.19566607
IFPE - CAMPUS RECIFE,26127563,PE,Recife,Urbana,"AVENIDA PROFESSOR LUIZ FREIRE, 500 CURADO. 50740-545 Recife - PE.",Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-8.05913962,-34.95026603
UFRPE - COLEGIO AGRICOLA DOM AGOSTINHO IKAS,26129027,PE,São Lourenço da Mata,Urbana,"RODOVIA PE 05, KM 25, 4000 TIUMA. 54730-970 São Lourenço da Mata - PE.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-7.99859289,-35.04067335
IFPE - CAMPUS AFOGADOS DA INGAZEIRA,26138328,PE,Afogados da Ingazeira,Rural,"RUA EDSON BARBOSA DE ARAUJO, S/N MANOELA VALADARES. 56800-000 Afogados da Ingazeira - PE.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-7.76407529,-37.63202826
IFPE - CAMPUS PESQUEIRA,26139480,PE,Pesqueira,Urbana,"BR 232 KM 208, SN PRADO. 55200-000 Pesqueira - PE.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-8.366538933,-36.68019902
IFPE - CAMPUS CARUARU,26144417,PE,Caruaru,Urbana,"ESTRADA ALTO DO MOURA, S/N KM 3,8. ALTO DO MOURA. 55040-120 Caruaru - PE.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-8.28899822,-36.01900206
IFPE - CAMPUS GARANHUNS,26152886,PE,Garanhuns,Urbana,"RUA FRANCISCO BRAGA, S/N INDIANO. 55299-387 Garanhuns - PE.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-8.87675946,-36.46243957
IF SERTAO-PE - CAMPUS SANTA MARIA DA BOA VISTA,26183897,PE,Santa Maria da Boa Vista,Rural,"BR 428, KM 94, S/N PREDIO DEFINITIVO. ZONA RURAL. 56380-000 Santa Maria da Boa Vista - PE.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-8.78862301,-39.87628348
IF SERTAO-PE - CAMPUS SERRA TALHADA,26183935,PE,Serra Talhada,Urbana,"RODOVIA PE 320, KM 126, ZONA RURAL, AREA RURAL DE SERRA TALHADA. 56915-899 Serra Talhada - PE.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-7.975351345,-38.22784781
IFPE - CAMPUS PAULISTA,26184680,PE,Paulista,Urbana,"AVENIDA PREFEITO GERALDO PINHO ALVES, 1400 CAMPO DE AVIACAO. MARANGUAPE I. 53441-600 Paulista - PE.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-7.945685545,-34.85888262
IFPE - CAMPUS JABOATAO DOS GUARARAPES,26184761,PE,Jaboatão dos Guararapes,Urbana,"ESTRADA DE BULHOES, S/N BULHOES. 54080-000 Jaboatão dos Guararapes - PE.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-8.114353333,-35.03038167
IFPE - CAMPUS CABO DE SANTO AGOSTINHO,26184770,PE,Cabo de Santo Agostinho,Urbana,"RUA SEBASTIAO JOVENTINO, S/Nº DESTILARIA CENTRAL. 54510-110 Cabo de Santo Agostinho - PE.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-8.27556802,-35.02591741
IFPE - CAMPUS OLINDA,26184788,PE,Olinda,Urbana,"AVENIDA FAGUNDES VARELA, 375 JARDIM ATLANTICO. 53140-110 Olinda - PE.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-7.97786792,-34.84094759
IFPE - CAMPUS IGARASSU,26184796,PE,Igarassu,Urbana,"BR 101 NORTE KM 29, S/N ENGENHO UBU. 53659-899 Igarassu - PE.",Entre 51 e 200 matrículas de escolarização,Educação Profissional,-7.73275,-34.942575
IFPE - CAMPUS PALMARES,26184800,PE,Palmares,Rural,"AVENIDA JOSE PRETESTATO DE SANTANA, QUADRA Q,51, LOTE 240, S/N QUILOMBO I. 55540-000 Palmares - PE.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-8.6655148,-35.56907946
IFPE - CAMPUS ABREU E LIMA,26187442,PE,Abreu e Lima,Urbana,"RUA JAGUARIBE, S/N SN. CENTRO. 53515-120 Abreu e Lima - PE.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-7.91236868,-34.89763599
IFPE - CAMPUS IPOJUCA,26247607,PE,Ipojuca,Urbana,"RODOVIA PE- 60, KM 14 IFPE IPOJUCA. CALIFORNIA -DISTRITO INDUSTRIAL DE IPOJUCA - SUAPE. 55598-078 Ipojuca - PE.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-8.38482299,-35.04140451
IF SERTAO PE - CAMPUS FLORESTA,26323613,PE,Floresta,Urbana,"RUA PROJETADA, S/N CAETANO II. 56400-000 Floresta - PE.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-8.60277875,-38.58154705
IF SERTAO-PE - CAMPUS OURICURI,26548739,PE,Ouricuri,Urbana,"ESTRADA DO TAMBORIL, S/N 56200-000 Ouricuri - PE.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-7.885486662,-40.09989521
IF SERTAO-PE - CAMPUS SALGUEIRO,26548747,PE,Salgueiro,Rural,"RODOVIA BR 232, KM 504, SEM NUMERO ZONA RURAL. 56000-000 Salgueiro - PE.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-8.057998,-39.09498
UFPI - COLEGIO TECNICO DE TERESINA,22022333,PI,Teresina,Urbana,"AVENIDA UNIVERSITARIA, SN UFPI. ININGA. 64049-550 Teresina - PI.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-5.048395125,-42.78243537
UFPI - COLEGIO TECNICO DE FLORIANO,22056882,PI,Floriano,Urbana,"RODOVIA RODOVIA BR-343, MELADAO. 64808-605 Floriano - PI.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-6.78590091,-43.04209169
UFPI - COLEGIO TECNICO DE BOM JESUS,22061754,PI,Bom Jesus,Urbana,"AVENIDA MANOEL GRACINDO, S/N PLANALTO HORIZONTE. 64900-000 Bom Jesus - PI.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-9.083197,-44.32872
IFPI - CAMPUS PICOS,22129243,PI,Picos,Urbana,"AVENIDA PEDRO MARQUES DE MEDEIROS, PANTANAL. 64605-500 Picos - PI.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-7.07031524,-41.40244739
IFPI - CAMPUS FLORIANO,22129359,PI,Floriano,Urbana,"RUA FRANCISCO URQUIZA MACHADO, 462 MELADAO. 64808-475 Floriano - PI.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-6.78914258,-43.04269049
IFPI - CAMPUS PARNAIBA,22129375,PI,Parnaíba,Urbana,"AVENIDA MONSENHOR ANTONIO SAMPAIO, S/N DIRCEU ARCOVERDE. 64211-145 Parnaíba - PI.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-2.947228,-41.7315
IFPI - CAMPUS PIRIPIRI,22129391,PI,Piripiri,Urbana,"AV. RIO DOS MATOS, S/N GERMANO. 64260-000 Piripiri - PI.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-4.289558013,-41.79362842
IFPI - TERESINA ZONA SUL,22129405,PI,Teresina,Urbana,"AV. PEDRO FREITAS, 1020 VERMELHA. 64019-368 Teresina - PI.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-5.10225453,-42.81401045
IFPI - CAMPUS ANGICAL,22129421,PI,Angical do Piauí,Urbana,"RUA NASCIMENTO, 746 CENTRO. 64410-000 Angical do Piauí - PI.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-6.083983588,-42.7331168
IFPI - CAMPUS CORRENTE,22129430,PI,Corrente,Urbana,"RUA PROJETADA 06, 380 NOVA CORRENTE. 64980-000 Corrente - PI.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-10.43047333,-45.17331667
IFPI - CAMPUS TERESINA CENTRAL,22129553,PI,Teresina,Urbana,"PRACA DA LIBERDADE, 1597 CENTRO. 64000-040 Teresina - PI.",Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-5.088811,-42.81097
